Age,Gender,Weight (kg),Daily Water Intake (liters),Physical Activity Level,Weather,Hydration Level
40,Male,54,3.51,High,Hot,Good
38,Male,73,3.11,Moderate,Hot,Good
38,Male,107,4.02,Low,Hot,Good
32,Male,84,2.48,Low,Normal,Poor
40,Male,48,1.5,Low,Cold,Good
59,Female,70,2.74,High,Normal,Good
57,Male,52,1.62,Moderate,Cold,Good
31,Male,64,3.38,High,Hot,Good
52,Male,99,4.29,Moderate,Hot,Good
65,Female,83,3.33,Moderate,Hot,Good
23,Male,72,1.99,Low,Cold,Poor
60,Male,72,3.38,Moderate,Hot,Good
31,Female,67,1.77,Low,Cold,Poor
39,Male,49,1.7,Low,Hot,Good
46,Female,79,3.55,Moderate,Hot,Good
21,Female,89,2.54,Low,Cold,Poor
68,Male,58,2.87,High,Hot,Good
67,Female,100,3.67,High,Normal,Good
28,Female,74,3.61,Moderate,Hot,Good
56,Male,68,1.5,Low,Cold,Poor
47,Male,68,2.78,High,Normal,Good
59,Male,106,2.97,Moderate,Normal,Poor
19,Female,101,4.73,High,Hot,Good
57,Female,101,3.5,High,Normal,Good
69,Female,88,2.23,Low,Cold,Poor
54,Female,67,3.81,High,Hot,Good
49,Male,102,3.51,Moderate,Cold,Good
49,Male,80,2.29,Low,Normal,Poor
49,Male,103,3.8,Moderate,Normal,Good
40,Female,71,2.41,Moderate,Cold,Good
62,Female,68,2.32,High,Cold,Good
53,Male,58,2.7,High,Normal,Good
65,Female,76,3.44,Moderate,Hot,Good
34,Male,101,3.87,Moderate,Hot,Good
21,Female,46,1.5,Low,Normal,Good
59,Female,82,3.84,High,Hot,Good
51,Female,90,2.95,High,Cold,Good
53,Male,80,2.54,High,Cold,Good
55,Female,98,3.34,High,Cold,Good
28,Male,75,2.2,Moderate,Cold,Poor
59,Male,103,3.5,Low,Hot,Good
66,Female,71,2.87,Moderate,Hot,Good
65,Female,101,3.88,Moderate,Hot,Good
42,Male,53,3.03,High,Hot,Good
48,Female,63,3.36,Moderate,Hot,Good
41,Male,61,2.95,High,Cold,Good
53,Male,57,2.36,High,Normal,Good
29,Female,65,3.51,High,Hot,Good
55,Female,109,4.28,High,Hot,Good
62,Female,55,2.67,High,Normal,Good
63,Female,55,2.0,Moderate,Normal,Good
43,Male,65,3.34,Moderate,Hot,Good
32,Male,107,3.59,Low,Normal,Good
26,Female,94,3.26,High,Cold,Good
58,Female,70,2.68,High,Cold,Good
37,Male,92,3.0,Moderate,Cold,Good
40,Female,83,3.03,Moderate,Normal,Good
39,Female,93,3.48,Low,Hot,Good
45,Male,80,3.24,High,Cold,Good
54,Female,86,1.88,Low,Normal,Poor
38,Female,50,2.11,Low,Hot,Good
22,Male,84,2.45,Moderate,Cold,Poor
47,Male,95,3.79,Moderate,Normal,Good
44,Male,79,2.73,Low,Hot,Good
43,Male,48,3.37,High,Hot,Good
54,Male,71,1.86,Moderate,Normal,Poor
23,Female,70,2.6,High,Cold,Good
69,Male,88,3.46,Low,Hot,Good
43,Female,87,3.85,Moderate,Hot,Good
63,Female,72,3.91,High,Hot,Good
29,Female,94,3.58,High,Cold,Good
52,Male,105,3.45,Low,Hot,Good
29,Female,49,2.0,High,Cold,Good
33,Female,96,3.78,Moderate,Hot,Good
44,Male,67,2.95,High,Cold,Good
42,Male,55,1.71,Moderate,Cold,Good
38,Female,98,3.07,Low,Cold,Good
67,Female,45,3.19,High,Hot,Good
23,Male,74,2.3,Low,Normal,Good
30,Male,50,2.28,Moderate,Hot,Good
41,Female,49,1.64,Low,Normal,Good
30,Female,98,2.98,Low,Cold,Good
23,Male,91,2.36,Low,Normal,Poor
66,Male,101,2.96,Low,Hot,Poor
52,Female,72,2.49,Low,Hot,Good
29,Female,45,3.21,High,Hot,Good
40,Female,72,2.49,High,Cold,Good
22,Female,80,2.8,Moderate,Cold,Good
64,Male,100,3.94,Moderate,Hot,Good
31,Male,68,2.2,Low,Cold,Good
38,Male,64,1.62,Moderate,Cold,Poor
49,Female,95,2.92,Low,Normal,Good
59,Female,109,4.21,Moderate,Hot,Good
45,Male,98,2.3,Low,Cold,Poor
56,Male,58,3.4,High,Hot,Good
65,Male,84,2.46,Moderate,Normal,Poor
18,Male,62,3.78,High,Hot,Good
40,Male,93,3.5,Moderate,Normal,Good
54,Female,99,3.87,High,Normal,Good
23,Female,68,3.1,High,Normal,Good
33,Female,83,3.11,Moderate,Normal,Good
23,Male,53,2.88,High,Normal,Good
43,Female,82,4.39,High,Hot,Good
31,Male,93,3.53,Moderate,Hot,Good
25,Female,84,3.23,High,Normal,Good
21,Female,59,2.97,High,Normal,Good
28,Male,72,2.72,Moderate,Cold,Good
55,Female,68,2.74,Moderate,Normal,Good
54,Male,79,4.12,High,Hot,Good
50,Female,98,2.64,Moderate,Cold,Poor
36,Female,55,1.98,Moderate,Normal,Good
41,Female,102,3.59,Low,Hot,Good
41,Male,55,2.45,Moderate,Normal,Good
61,Female,89,2.01,Low,Cold,Poor
34,Male,98,4.83,High,Hot,Good
23,Male,64,2.55,High,Cold,Good
34,Male,45,2.5,Moderate,Hot,Good
32,Male,45,2.23,High,Cold,Good
62,Female,104,3.33,High,Normal,Good
55,Male,46,2.07,Moderate,Hot,Good
46,Male,67,1.9,Low,Normal,Poor
25,Male,94,3.87,High,Normal,Good
40,Male,103,3.37,Moderate,Normal,Good
69,Male,74,2.58,High,Normal,Good
21,Female,91,2.24,Low,Cold,Poor
56,Male,51,1.5,Low,Cold,Poor
58,Female,96,2.27,Low,Normal,Poor
53,Male,102,2.53,Low,Cold,Poor
20,Male,109,4.76,Moderate,Hot,Good
57,Female,48,1.73,High,Cold,Good
37,Male,86,4.27,Moderate,Hot,Good
24,Female,53,2.32,High,Normal,Good
38,Female,79,2.68,Moderate,Normal,Good
29,Female,80,2.05,Low,Cold,Poor
20,Female,87,3.99,High,Hot,Good
31,Female,80,4.01,High,Hot,Good
63,Male,76,2.38,High,Cold,Good
29,Female,99,2.79,Low,Normal,Poor
40,Male,96,4.71,High,Hot,Good
24,Female,97,2.2,Low,Cold,Poor
27,Male,95,2.06,Low,Cold,Poor
24,Male,94,4.61,High,Hot,Good
42,Male,88,3.97,High,Hot,Good
50,Male,81,3.77,High,Hot,Good
69,Female,107,4.02,Low,Hot,Good
48,Male,81,2.51,Low,Normal,Good
63,Female,65,2.19,Moderate,Cold,Good
51,Female,96,3.34,High,Cold,Good
46,Male,83,2.33,Low,Normal,Poor
30,Male,54,1.67,Moderate,Cold,Good
33,Female,80,2.44,Low,Cold,Good
37,Female,78,2.98,Moderate,Normal,Good
21,Female,103,3.47,Moderate,Normal,Good
19,Male,47,2.04,Moderate,Cold,Good
59,Male,66,3.87,High,Hot,Good
65,Male,91,3.62,Moderate,Hot,Good
66,Male,86,3.64,Moderate,Hot,Good
50,Male,86,2.75,Low,Normal,Good
55,Female,55,1.5,Low,Cold,Poor
58,Female,94,3.38,Low,Hot,Good
23,Male,50,3.53,High,Hot,Good
60,Male,83,4.36,High,Hot,Good
56,Male,90,2.16,Moderate,Cold,Poor
49,Female,109,3.32,Moderate,Cold,Good
67,Male,51,1.5,Moderate,Cold,Poor
39,Male,93,2.53,Low,Cold,Poor
45,Female,71,3.76,Moderate,Hot,Good
47,Female,57,2.39,High,Cold,Good
22,Female,66,1.75,Moderate,Cold,Poor
56,Female,81,2.06,Low,Normal,Poor
46,Female,50,1.71,Moderate,Cold,Good
51,Female,96,3.77,Moderate,Hot,Good
47,Female,97,4.1,Low,Hot,Good
48,Female,103,4.33,Moderate,Hot,Good
51,Male,72,2.97,High,Normal,Good
69,Female,105,3.09,Moderate,Normal,Poor
24,Male,58,2.9,Low,Hot,Good
29,Female,84,3.1,Low,Hot,Good
41,Male,106,3.78,High,Normal,Good
68,Male,106,3.92,High,Cold,Good
20,Male,45,2.69,High,Normal,Good
54,Female,93,3.26,Moderate,Normal,Good
34,Male,79,2.38,Moderate,Normal,Good
69,Female,81,3.56,High,Hot,Good
23,Male,107,3.4,Low,Cold,Good
66,Male,53,2.71,Moderate,Hot,Good
32,Male,101,3.85,High,Cold,Good
67,Female,51,2.27,High,Normal,Good
42,Female,100,3.29,Low,Normal,Good
53,Female,86,2.08,Low,Cold,Poor
69,Female,88,3.7,High,Normal,Good
63,Male,57,3.33,High,Hot,Good
30,Male,56,3.76,High,Hot,Good
39,Female,63,2.73,Moderate,Hot,Good
43,Male,59,2.22,Moderate,Normal,Good
49,Female,74,3.05,Moderate,Normal,Good
33,Female,80,2.86,Low,Normal,Good
58,Female,92,4.09,Moderate,Hot,Good
36,Male,100,3.8,High,Cold,Good
34,Female,106,2.78,Low,Cold,Poor
61,Male,78,3.42,High,Normal,Good
21,Male,104,3.89,Moderate,Hot,Good
35,Male,104,3.21,Moderate,Normal,Good
27,Female,78,2.51,Moderate,Cold,Good
59,Male,104,3.28,Low,Normal,Good
42,Male,46,1.58,Low,Cold,Good
20,Female,76,2.81,Moderate,Normal,Good
67,Male,87,3.57,Moderate,Hot,Good
50,Female,82,2.81,Low,Normal,Good
52,Female,61,3.02,High,Normal,Good
60,Female,92,2.3,Low,Normal,Poor
28,Female,46,2.25,Moderate,Normal,Good
45,Female,91,3.8,High,Cold,Good
40,Male,92,2.84,Moderate,Cold,Good
45,Male,107,2.76,Low,Normal,Poor
54,Female,56,2.45,Moderate,Hot,Good
34,Female,109,4.21,High,Normal,Good
33,Female,54,3.19,Moderate,Hot,Good
66,Female,67,2.02,High,Cold,Good
51,Male,101,2.66,Moderate,Cold,Poor
21,Male,94,3.74,Moderate,Hot,Good
20,Female,103,2.46,Low,Cold,Poor
58,Male,107,2.68,Low,Normal,Poor
38,Male,70,3.2,High,Normal,Good
47,Female,62,1.85,Low,Cold,Poor
59,Female,80,2.02,Moderate,Cold,Poor
20,Male,83,2.49,Low,Cold,Good
32,Female,82,2.3,Moderate,Cold,Poor
51,Female,55,1.61,Low,Hot,Poor
55,Male,46,1.5,Low,Cold,Good
46,Female,82,3.19,Moderate,Hot,Good
64,Male,83,1.5,Low,Cold,Poor
40,Male,78,3.47,Moderate,Hot,Good
60,Male,68,2.66,High,Normal,Good
40,Female,52,1.5,Low,Cold,Poor
38,Female,63,2.92,Low,Hot,Good
24,Female,68,1.75,Low,Normal,Poor
30,Female,47,2.46,High,Cold,Good
30,Female,101,4.45,High,Normal,Good
49,Male,79,3.09,High,Normal,Good
19,Male,101,4.18,High,Cold,Good
43,Female,70,2.32,High,Cold,Good
54,Male,62,2.85,High,Normal,Good
57,Female,46,2.11,High,Normal,Good
20,Male,78,3.53,Moderate,Hot,Good
63,Male,90,2.75,Low,Normal,Good
57,Female,101,3.95,Moderate,Hot,Good
35,Female,77,2.5,Low,Normal,Good
62,Male,73,1.6,Low,Normal,Poor
56,Male,69,3.54,High,Hot,Good
68,Male,81,2.6,Moderate,Cold,Good
35,Male,93,2.94,Low,Cold,Good
28,Male,101,5.11,High,Hot,Good
34,Male,65,3.29,Moderate,Hot,Good
49,Male,108,3.98,High,Cold,Good
45,Male,80,3.4,High,Cold,Good
61,Male,94,3.11,High,Normal,Good
41,Male,54,1.93,Moderate,Normal,Good
25,Male,46,2.31,High,Normal,Good
69,Female,65,2.14,High,Cold,Good
40,Male,76,3.44,Moderate,Hot,Good
24,Female,77,2.57,Moderate,Normal,Good
25,Female,86,3.19,Low,Hot,Good
59,Female,92,2.42,Low,Normal,Poor
56,Male,105,3.03,Moderate,Normal,Poor
40,Male,97,4.26,Moderate,Hot,Good
45,Female,67,1.5,Low,Cold,Poor
64,Male,46,1.5,Low,Normal,Good
25,Male,93,4.26,High,Normal,Good
54,Male,50,1.5,Low,Normal,Good
65,Male,84,1.68,Low,Cold,Poor
63,Female,58,3.06,Moderate,Hot,Good
54,Female,106,3.18,Moderate,Cold,Good
29,Male,58,2.33,Low,Hot,Good
48,Male,83,2.12,Low,Cold,Poor
43,Female,97,3.63,Moderate,Hot,Good
50,Female,85,4.61,High,Hot,Good
21,Female,55,2.43,High,Normal,Good
25,Male,65,2.19,Low,Hot,Good
67,Female,49,1.52,High,Cold,Good
49,Female,102,3.4,High,Cold,Good
43,Female,84,3.99,Moderate,Hot,Good
35,Female,51,2.95,High,Hot,Good
33,Female,54,1.92,Moderate,Normal,Good
25,Male,48,2.85,High,Normal,Good
54,Male,95,2.71,Low,Cold,Poor
64,Male,75,3.17,High,Normal,Good
62,Male,50,1.6,Moderate,Cold,Good
37,Female,86,2.98,High,Cold,Good
27,Male,46,2.86,Moderate,Hot,Good
44,Female,63,1.57,Low,Normal,Poor
33,Male,104,4.41,High,Normal,Good
22,Male,62,1.63,Moderate,Cold,Poor
58,Female,80,1.83,Low,Normal,Poor
53,Male,67,2.81,High,Cold,Good
28,Male,49,2.95,High,Normal,Good
30,Male,108,2.88,Low,Cold,Poor
46,Female,67,2.62,High,Normal,Good
48,Male,60,2.26,Low,Normal,Good
40,Male,101,3.29,Moderate,Normal,Good
41,Female,77,3.16,High,Normal,Good
41,Female,94,4.35,Moderate,Hot,Good
55,Male,88,2.77,Moderate,Cold,Good
19,Female,89,3.47,High,Normal,Good
40,Female,108,4.17,Moderate,Hot,Good
51,Female,87,2.04,Low,Normal,Poor
30,Male,45,1.84,Low,Hot,Good
54,Female,45,1.5,Low,Cold,Good
65,Male,99,2.53,Low,Cold,Poor
64,Female,107,2.88,Moderate,Cold,Poor
28,Male,73,3.33,High,Cold,Good
62,Female,47,1.64,High,Normal,Good
31,Female,109,4.01,High,Normal,Good
19,Female,108,2.95,Moderate,Cold,Poor
45,Male,47,1.52,Moderate,Normal,Good
43,Female,48,1.76,Moderate,Cold,Good
25,Male,98,3.0,Moderate,Normal,Good
48,Female,46,2.52,High,Normal,Good
62,Female,98,3.25,Low,Hot,Good
39,Male,78,2.78,Moderate,Normal,Good
55,Male,100,3.1,Moderate,Normal,Good
64,Female,70,1.86,Low,Cold,Poor
65,Male,65,2.38,High,Normal,Good
43,Female,83,2.77,High,Cold,Good
59,Male,89,2.65,Moderate,Normal,Poor
47,Male,61,1.5,Low,Normal,Poor
24,Female,99,3.52,Low,Hot,Good
48,Male,100,3.19,Low,Normal,Good
37,Female,84,3.85,High,Hot,Good
65,Female,91,3.48,High,Normal,Good
68,Female,82,3.2,Moderate,Hot,Good
33,Female,65,3.13,High,Normal,Good
42,Female,80,3.2,Moderate,Normal,Good
31,Male,72,2.16,Moderate,Cold,Good
58,Male,100,2.91,Moderate,Normal,Poor
31,Female,59,2.7,High,Normal,Good
42,Female,107,4.3,Low,Hot,Good
46,Female,47,3.35,High,Hot,Good
54,Female,85,3.8,Moderate,Hot,Good
30,Female,63,2.64,Moderate,Hot,Good
18,Male,47,1.73,Low,Hot,Good
55,Female,46,2.22,Moderate,Hot,Good
46,Male,81,3.4,High,Cold,Good
31,Female,88,2.63,Low,Normal,Poor
37,Female,91,3.09,Low,Hot,Good
43,Male,53,2.52,High,Normal,Good
33,Female,92,3.91,Low,Hot,Good
44,Female,45,1.5,Low,Cold,Good
49,Male,103,4.37,High,Normal,Good
52,Female,46,3.14,High,Hot,Good
23,Male,46,1.66,Moderate,Cold,Good
22,Female,57,3.03,High,Normal,Good
64,Male,45,1.89,High,Cold,Good
35,Female,76,2.16,Low,Normal,Poor
25,Female,55,1.61,Moderate,Cold,Poor
45,Male,82,3.98,High,Hot,Good
27,Female,99,3.88,High,Normal,Good
53,Female,70,1.57,Low,Normal,Poor
47,Female,52,1.73,Moderate,Cold,Good
42,Female,74,3.33,High,Cold,Good
22,Female,64,2.6,Low,Hot,Good
20,Male,85,3.88,High,Normal,Good
61,Female,68,2.86,High,Normal,Good
19,Male,88,3.62,Low,Hot,Good
24,Female,82,2.63,Moderate,Normal,Good
26,Male,97,2.75,Low,Cold,Poor
36,Female,48,1.5,Low,Normal,Good
28,Female,46,2.04,High,Cold,Good
57,Male,81,3.54,High,Hot,Good
69,Male,48,1.5,Moderate,Cold,Good
21,Male,93,3.85,Low,Hot,Good
39,Male,57,2.04,Low,Normal,Good
57,Male,82,2.18,Low,Cold,Poor
60,Female,99,3.93,High,Hot,Good
19,Male,87,4.04,High,Hot,Good
35,Female,73,3.86,Moderate,Hot,Good
23,Male,53,1.87,Moderate,Cold,Good
68,Female,75,1.55,Low,Cold,Poor
69,Female,63,1.97,Moderate,Normal,Good
54,Male,82,4.29,High,Hot,Good
63,Female,79,2.02,Low,Normal,Poor
47,Male,107,2.49,Low,Cold,Poor
36,Male,73,1.5,Low,Cold,Poor
25,Male,66,2.47,High,Cold,Good
41,Female,70,3.11,High,Normal,Good
19,Female,83,2.76,High,Cold,Good
29,Male,88,3.57,Moderate,Hot,Good
20,Female,82,3.45,Moderate,Hot,Good
19,Female,84,3.62,High,Normal,Good
29,Female,63,2.08,Moderate,Normal,Good
26,Male,87,3.12,Low,Hot,Good
58,Male,98,2.39,Low,Cold,Poor
53,Male,71,3.07,Moderate,Hot,Good
25,Female,67,2.86,Moderate,Hot,Good
30,Female,51,2.43,High,Cold,Good
19,Male,47,1.92,High,Cold,Good
40,Female,51,1.5,Low,Normal,Poor
25,Male,76,3.97,High,Hot,Good
29,Female,101,3.05,Moderate,Cold,Good
44,Male,65,1.99,Moderate,Cold,Good
21,Male,63,3.54,High,Hot,Good
50,Female,55,1.67,Low,Normal,Good
50,Male,70,3.93,High,Hot,Good
47,Male,101,4.05,High,Cold,Good
46,Male,69,2.08,Moderate,Normal,Good
56,Female,78,1.95,Low,Normal,Poor
68,Male,50,1.95,High,Normal,Good
34,Female,70,2.79,High,Normal,Good
19,Female,64,1.72,Moderate,Cold,Poor
67,Male,99,3.62,High,Normal,Good
50,Female,86,3.12,High,Cold,Good
23,Male,74,2.58,Moderate,Cold,Good
63,Male,47,1.5,Moderate,Cold,Good
47,Male,86,3.08,Moderate,Cold,Good
41,Female,48,2.31,High,Cold,Good
65,Male,95,2.75,Moderate,Cold,Poor
69,Female,71,2.52,High,Normal,Good
68,Male,64,2.18,Moderate,Cold,Good
48,Female,62,2.21,Low,Normal,Good
31,Female,62,2.18,High,Cold,Good
48,Male,64,2.0,Low,Normal,Good
62,Female,45,3.03,High,Hot,Good
44,Female,100,3.07,Moderate,Normal,Good
51,Female,51,1.5,Low,Normal,Poor
39,Female,69,2.44,Moderate,Cold,Good
34,Male,71,3.53,High,Normal,Good
52,Male,68,2.49,Moderate,Normal,Good
68,Female,101,1.96,Low,Cold,Poor
42,Female,63,2.0,Low,Normal,Good
46,Male,50,2.07,Moderate,Cold,Good
69,Female,45,1.5,Moderate,Cold,Good
52,Male,50,2.38,High,Cold,Good
55,Female,99,2.44,Low,Normal,Poor
52,Female,108,3.19,Moderate,Cold,Poor
42,Male,100,2.71,Moderate,Cold,Poor
57,Male,74,2.43,High,Cold,Good
68,Male,86,4.01,High,Hot,Good
27,Male,94,3.24,Low,Normal,Good
20,Female,100,2.92,Low,Cold,Poor
39,Male,56,2.18,High,Normal,Good
58,Female,77,2.37,Low,Hot,Good
36,Male,61,2.69,High,Normal,Good
21,Female,83,3.5,Low,Hot,Good
18,Male,49,2.32,Moderate,Normal,Good
18,Female,79,3.01,Moderate,Normal,Good
34,Female,104,3.72,High,Cold,Good
26,Male,89,4.25,High,Hot,Good
31,Male,95,3.89,Low,Hot,Good
63,Male,71,3.06,High,Hot,Good
21,Female,76,1.8,Low,Cold,Poor
59,Female,94,2.82,Low,Hot,Good
63,Female,98,2.93,Low,Hot,Poor
54,Male,58,2.09,Moderate,Normal,Good
22,Female,88,3.61,Moderate,Normal,Good
18,Male,68,2.54,Moderate,Normal,Good
31,Male,101,5.05,High,Hot,Good
31,Male,97,4.1,Low,Hot,Good
36,Male,86,3.71,Low,Hot,Good
51,Male,45,1.5,Moderate,Normal,Good
34,Male,90,3.37,Moderate,Normal,Good
53,Male,63,2.12,Low,Hot,Good
41,Female,58,2.54,High,Cold,Good
31,Female,55,2.41,Moderate,Hot,Good
57,Male,68,2.02,Low,Hot,Poor
38,Female,79,2.17,Moderate,Cold,Poor
42,Female,59,3.34,Moderate,Hot,Good
45,Male,94,3.6,Moderate,Hot,Good
58,Male,75,2.59,Moderate,Normal,Good
25,Male,57,1.58,Moderate,Cold,Poor
49,Male,49,1.66,Low,Cold,Good
60,Female,78,2.59,Moderate,Normal,Good
57,Female,98,4.46,High,Hot,Good
51,Female,94,2.66,Low,Cold,Poor
34,Female,106,3.67,High,Cold,Good
40,Female,70,2.27,Moderate,Normal,Good
22,Female,50,2.41,Low,Hot,Good
60,Female,86,3.04,High,Cold,Good
42,Female,46,1.59,Moderate,Cold,Good
58,Male,84,2.89,High,Cold,Good
44,Male,92,3.4,Low,Hot,Good
66,Female,77,3.49,Moderate,Hot,Good
48,Male,107,4.84,Moderate,Hot,Good
32,Female,84,3.64,High,Normal,Good
28,Male,59,2.58,Moderate,Hot,Good
65,Female,69,3.19,High,Hot,Good
46,Female,102,4.6,High,Hot,Good
28,Male,57,1.6,Low,Cold,Poor
36,Female,65,1.56,Low,Cold,Poor
50,Female,66,3.38,Moderate,Hot,Good
36,Female,53,2.74,High,Cold,Good
56,Female,105,3.84,High,Normal,Good
62,Female,94,2.73,Low,Normal,Poor
38,Male,82,3.95,High,Hot,Good
49,Female,103,4.21,High,Normal,Good
60,Female,61,2.23,Low,Hot,Good
37,Female,107,3.99,Moderate,Hot,Good
21,Male,70,2.81,Low,Hot,Good
64,Female,90,3.47,High,Normal,Good
27,Male,64,2.36,Low,Normal,Good
54,Male,57,1.5,Moderate,Normal,Poor
39,Male,89,3.27,High,Normal,Good
42,Female,52,1.5,Low,Normal,Poor
37,Male,88,1.88,Low,Cold,Poor
37,Female,84,2.95,Low,Hot,Good
27,Male,95,2.6,Moderate,Cold,Poor
29,Female,64,2.72,High,Cold,Good
28,Female,64,3.15,Moderate,Hot,Good
30,Male,79,3.44,Moderate,Hot,Good
57,Female,82,2.76,High,Cold,Good
49,Male,98,4.34,High,Hot,Good
60,Male,69,1.95,Moderate,Normal,Poor
61,Female,82,2.87,Moderate,Hot,Good
41,Male,83,2.56,Moderate,Cold,Good
19,Female,78,1.88,Low,Normal,Poor
65,Female,103,3.32,Moderate,Normal,Good
42,Male,49,1.5,Low,Normal,Good
66,Female,107,4.9,High,Hot,Good
52,Male,76,2.44,Low,Hot,Good
41,Male,94,3.82,High,Normal,Good
18,Male,82,2.72,Moderate,Normal,Good
40,Male,90,3.8,High,Cold,Good
47,Male,84,2.45,Low,Cold,Poor
22,Female,86,3.06,High,Cold,Good
30,Male,65,2.49,High,Normal,Good
35,Female,105,4.16,Low,Hot,Good
57,Male,71,2.17,High,Cold,Good
29,Female,87,3.52,Moderate,Hot,Good
37,Female,79,3.05,Low,Hot,Good
25,Female,84,2.89,Moderate,Normal,Good
48,Male,86,3.81,High,Hot,Good
32,Female,57,3.0,High,Hot,Good
26,Female,60,2.23,Low,Normal,Good
19,Female,60,2.2,Low,Hot,Good
18,Female,70,1.92,Low,Normal,Poor
38,Male,79,2.83,High,Cold,Good
43,Female,94,4.77,High,Hot,Good
38,Male,48,2.77,Moderate,Hot,Good
58,Female,80,3.04,Moderate,Normal,Good
22,Female,101,3.55,High,Cold,Good
62,Male,66,2.41,Low,Hot,Good
55,Male,103,4.6,High,Hot,Good
56,Female,54,2.07,High,Normal,Good
35,Male,72,2.78,Moderate,Cold,Good
41,Female,45,1.5,Low,Normal,Good
34,Male,101,4.44,Moderate,Hot,Good
60,Female,83,3.08,Low,Hot,Good
33,Female,49,1.86,Moderate,Normal,Good
61,Female,55,2.22,High,Cold,Good
34,Female,75,3.22,Moderate,Hot,Good
40,Male,109,3.8,Moderate,Normal,Good
48,Female,91,2.34,Low,Cold,Poor
20,Female,56,2.98,Moderate,Hot,Good
33,Male,73,2.57,Low,Hot,Good
62,Female,102,4.48,High,Hot,Good
22,Male,96,5.05,High,Hot,Good
29,Female,45,2.66,Moderate,Hot,Good
32,Female,63,1.68,Moderate,Cold,Poor
59,Female,46,1.74,Moderate,Normal,Good
42,Male,75,2.8,High,Cold,Good
69,Female,56,1.96,Moderate,Normal,Good
46,Male,80,3.38,Moderate,Normal,Good
32,Male,74,2.39,Moderate,Normal,Good
28,Male,101,4.81,High,Hot,Good
57,Female,99,3.47,High,Normal,Good
37,Female,46,1.5,Low,Cold,Good
24,Male,87,3.15,High,Cold,Good
39,Male,106,4.7,High,Hot,Good
69,Male,109,2.65,Low,Normal,Poor
65,Male,68,2.99,High,Hot,Good
59,Male,80,2.74,Low,Hot,Good
44,Male,89,3.52,High,Cold,Good
38,Female,99,4.89,High,Hot,Good
32,Female,78,2.4,Low,Cold,Good
18,Female,68,2.36,Moderate,Normal,Good
26,Male,61,1.74,Low,Normal,Poor
21,Female,89,2.24,Low,Cold,Poor
54,Female,73,2.44,Low,Hot,Good
46,Female,55,3.23,High,Hot,Good
27,Female,71,2.91,Moderate,Hot,Good
51,Male,79,2.63,High,Cold,Good
67,Male,46,1.5,Low,Cold,Good
33,Female,68,3.44,High,Hot,Good
36,Male,60,3.63,High,Hot,Good
62,Female,54,2.4,High,Normal,Good
68,Female,47,3.09,High,Hot,Good
59,Male,79,1.97,Low,Normal,Poor
32,Female,80,2.09,Low,Normal,Poor
18,Female,86,2.62,Moderate,Cold,Good
69,Male,64,2.27,High,Normal,Good
40,Male,96,3.23,Low,Normal,Good
66,Female,74,2.3,Moderate,Cold,Good
64,Female,75,3.34,High,Hot,Good
64,Female,68,2.84,Moderate,Hot,Good
57,Female,108,3.59,Moderate,Cold,Good
26,Male,60,2.2,Low,Normal,Good
47,Male,68,1.5,Low,Cold,Poor
50,Male,53,1.92,Moderate,Cold,Good
66,Male,86,2.02,Low,Cold,Poor
30,Male,65,1.51,Low,Normal,Poor
41,Female,86,3.02,Moderate,Cold,Good
24,Female,85,3.24,High,Cold,Good
42,Female,87,3.65,High,Cold,Good
23,Female,96,3.32,Low,Normal,Good
31,Male,102,4.52,High,Normal,Good
36,Male,53,1.5,Low,Cold,Poor
69,Female,80,2.34,Moderate,Normal,Poor
22,Male,51,2.27,High,Cold,Good
69,Female,99,3.69,High,Cold,Good
58,Female,58,1.5,Low,Cold,Poor
36,Female,81,3.45,Moderate,Hot,Good
29,Female,49,2.24,Moderate,Normal,Good
28,Female,97,3.93,Low,Hot,Good
27,Male,94,2.92,Low,Cold,Good
56,Male,99,4.67,High,Hot,Good
33,Female,89,2.79,Moderate,Normal,Good
36,Male,48,2.21,High,Cold,Good
44,Female,56,1.96,Moderate,Normal,Good
44,Male,68,1.67,Low,Cold,Poor
43,Male,66,2.4,Low,Hot,Good
54,Female,78,2.76,Moderate,Hot,Good
41,Female,89,3.4,Low,Hot,Good
57,Male,87,3.51,High,Cold,Good
47,Female,59,3.38,High,Hot,Good
29,Male,96,3.89,High,Normal,Good
31,Male,103,4.55,High,Normal,Good
25,Male,67,3.76,High,Hot,Good
28,Female,48,2.05,High,Cold,Good
66,Female,95,3.54,High,Normal,Good
41,Male,88,3.02,Moderate,Normal,Good
58,Female,101,3.0,Low,Hot,Poor
49,Male,75,2.56,Low,Normal,Good
49,Female,86,2.65,Low,Normal,Good
52,Male,81,1.5,Low,Cold,Poor
30,Female,77,3.91,High,Hot,Good
45,Female,79,2.87,Low,Normal,Good
57,Female,52,2.2,High,Cold,Good
24,Female,46,2.42,High,Normal,Good
50,Female,101,3.39,Moderate,Normal,Good
22,Male,52,1.5,Low,Cold,Poor
35,Female,90,2.85,Low,Normal,Good
55,Female,90,2.61,Moderate,Normal,Poor
59,Female,108,3.96,High,Normal,Good
24,Female,51,1.93,High,Cold,Good
53,Female,57,2.98,High,Hot,Good
26,Female,97,3.13,High,Cold,Good
69,Female,105,2.87,Low,Normal,Poor
40,Female,105,4.18,Moderate,Hot,Good
47,Male,84,2.77,Moderate,Cold,Good
35,Female,48,2.48,High,Cold,Good
